board,absolutegrowth
3
,18360.0
9
,18360.0
2
,18360.0
8
,18360.0
1
,18360.0
7
,18360.0
5
,18360.0
6
,18360.0
4
,18360.0
17
,17212.5
28
,17212.5
29
,16065.0
14
,16065.0
40
,16065.0
24
,16065.0
16
,16065.0
35
,16065.0
25
,16065.0
22
,16065.0
23
,14917.5
32
,14917.5
44
,14917.5
11
,14917.5
30
,14917.5
15
,14917.5
34
,13898.0
19
,13898.0
13
,13898.0
37
,13898.0
39
,13898.0
41
,13898.0
21
,13898.0
26
,13898.0
108
,13770.0
68
,13770.0
93
,13770.0
58
,13770.0
99
,13770.0
57
,13770.0
72
,13770.0
56
,13770.0
69
,13090.3333333
89
,13090.3333333
98
,13090.3333333
84
,13090.3333333
101
,12410.6666667
67
,12410.6666667
52
,12325.3333333
70
,12325.3333333
97
,12325.3333333
104
,12325.3333333
77
,12325.3333333
73
,12325.3333333
63
,12325.3333333
107
,12325.3333333
164
,12048.75
81
,11645.6666667
90
,11645.6666667
65
,11645.6666667
54
,11645.6666667
83
,11645.6666667
124
,11645.6666667
103
,11645.6666667
115
,11645.6666667
27
,11603.0
43
,11603.0
10
,11603.0
33
,11603.0
18
,11603.0
45
,11603.0
20
,11603.0
12
,11603.0
36
,11603.0
31
,11603.0
38
,11603.0
42
,11603.0
71
,11560.3333333
55
,11560.3333333
94
,11560.3333333
127
,11560.3333333
79
,11560.3333333
51
,11560.3333333
114
,11560.3333333
92
,11560.3333333
78
,11560.3333333
50
,11560.3333333
96
,11560.3333333
53
,11560.3333333
109
,11560.3333333
118
,11560.3333333
116
,11560.3333333
60
,11560.3333333
149
,10965.25
199
,10965.25
183
,10965.25
165
,10965.25
229
,10965.25
160
,10965.25
155
,10965.25
163
,10965.25
64
,10880.6666667
119
,10880.6666667
105
,10880.6666667
49
,10880.6666667
82
,10880.6666667
74
,10880.6666667
113
,10880.6666667
62
,10880.6666667
86
,10880.6666667
88
,10880.6666667
126
,10880.6666667
66
,10880.6666667
91
,10880.6666667
102
,10880.6666667
95
,10880.6666667
120
,10880.6666667
157
,10519.5
235
,10519.5
159
,10519.5
180
,10519.5
190
,10455.5
230
,10455.5
161
,10455.5
154
,10455.5
209
,10455.5
182
,10455.5
145
,10455.5
218
,10455.5
206
,10009.75
226
,9945.75
140
,9945.75
215
,9945.75
195
,9945.75
171
,9945.75
228
,9945.75
205
,9945.75
176
,9945.75
224
,9945.75
146
,9945.75
184
,9945.75
158
,9945.75
210
,9945.75
207
,9945.75
217
,9945.75
189
,9945.75
170
,9881.75
238
,9881.75
153
,9881.75
133
,9881.75
162
,9881.75
240
,9881.75
227
,9881.75
150
,9881.75
134
,9881.75
172
,9881.75
220
,9881.75
135
,9881.75
225
,9881.75
185
,9881.75
198
,9881.75
174
,9881.75
231
,9436.0
112
,9436.0
59
,9436.0
204
,9436.0
123
,9436.0
85
,9436.0
169
,9436.0
222
,9436.0
234
,9436.0
128
,9436.0
117
,9436.0
100
,9436.0
211
,9436.0
122
,9436.0
223
,9436.0
192
,9436.0
121
,9436.0
181
,9436.0
80
,9436.0
177
,9436.0
76
,9436.0
178
,9436.0
125
,9436.0
47
,9436.0
75
,9436.0
111
,9436.0
144
,9436.0
48
,9436.0
305
,9384.8
175
,9372.0
147
,9372.0
188
,9372.0
237
,9372.0
106
,9350.66666667
61
,9350.66666667
110
,9350.66666667
46
,9350.66666667
87
,9350.66666667
129
,9350.66666667
248
,9308.0
152
,9308.0
200
,9308.0
148
,9308.0
308
,9282.4
269
,9282.4
299
,9282.4
310
,9282.4
334
,8874.6
288
,8874.6
300
,8874.6
307
,8874.6
194
,8862.25
179
,8862.25
208
,8862.25
137
,8862.25
187
,8862.25
245
,8862.25
196
,8862.25
252
,8862.25
236
,8862.25
142
,8862.25
219
,8862.25
151
,8862.25
249
,8862.25
139
,8862.25
247
,8862.25
156
,8862.25
285
,8518.0
294
,8518.0
306
,8518.0
301
,8518.0
365
,8518.0
340
,8518.0
322
,8518.0
304
,8518.0
325
,8466.8
298
,8466.8
309
,8466.8
370
,8466.8
279
,8466.8
265
,8466.8
343
,8466.8
260
,8466.8
335
,8466.8
287
,8466.8
353
,8466.8
296
,8466.8
268
,8415.6
345
,8415.6
290
,8415.6
297
,8415.6
270
,8415.6
368
,8415.6
318
,8415.6
295
,8415.6
254
,8352.5
212
,8352.5
201
,8352.5
202
,8352.5
168
,8352.5
233
,8352.5
131
,8352.5
246
,8352.5
251
,8352.5
186
,8352.5
242
,8352.5
203
,8352.5
167
,8352.5
232
,8352.5
141
,8352.5
213
,8352.5
166
,8288.5
216
,8288.5
130
,8288.5
143
,8288.5
138
,8288.5
241
,8288.5
214
,8288.5
197
,8288.5
239
,8288.5
255
,8288.5
132
,8288.5
193
,8288.5
173
,8288.5
221
,8288.5
250
,8288.5
243
,8288.5
276
,8110.2
352
,8110.2
331
,8110.2
354
,8110.2
372
,8110.2
302
,8110.2
329
,8110.2
324
,8110.2
315
,8110.2
374
,8110.2
366
,8110.2
262
,8110.2
357
,8110.2
293
,8110.2
303
,8110.2
350
,8110.2
321
,8110.2
292
,8110.2
281
,8110.2
264
,8110.2
355
,8059.0
369
,8059.0
259
,8059.0
275
,8059.0
266
,8059.0
360
,8059.0
332
,8059.0
317
,8059.0
333
,8059.0
367
,8059.0
330
,8059.0
280
,8059.0
289
,8059.0
277
,8059.0
319
,8059.0
342
,8059.0
347
,7753.6
282
,7702.4
351
,7702.4
346
,7702.4
356
,7702.4
328
,7702.4
323
,7702.4
362
,7702.4
312
,7702.4
336
,7702.4
274
,7702.4
364
,7702.4
348
,7702.4
283
,7702.4
371
,7702.4
327
,7702.4
316
,7702.4
286
,7651.2
339
,7651.2
361
,7651.2
313
,7651.2
359
,7651.2
363
,7651.2
311
,7651.2
263
,7651.2
320
,7600.0
375
,7600.0
258
,7600.0
267
,7600.0
421
,7566.16666667
396
,7566.16666667
428
,7566.16666667
430
,7566.16666667
399
,7480.83333334
431
,7480.83333334
426
,7480.83333334
390
,7480.83333334
401
,7438.16666667
424
,7438.16666667
244
,7269.0
253
,7269.0
191
,7269.0
136
,7269.0
442
,7226.33333333
413
,7226.33333333
422
,7226.33333333
427
,7226.33333333
291
,7192.2
377
,7192.2
341
,7192.2
257
,7192.2
344
,7192.2
284
,7192.2
278
,7192.2
380
,7192.2
425
,7141.0
416
,7141.0
447
,7141.0
423
,7141.0
398
,7141.0
391
,7141.0
445
,7141.0
409
,7141.0
454
,6886.5
443
,6886.5
418
,6886.5
412
,6886.5
385
,6886.5
392
,6886.5
462
,6886.5
449
,6886.5
437
,6886.5
420
,6886.5
429
,6886.5
406
,6886.5
410
,6843.83333333
444
,6843.83333333
446
,6843.83333333
387
,6843.83333333
457
,6843.83333333
408
,6843.83333333
419
,6843.83333333
417
,6843.83333333
397
,6843.83333333
415
,6843.83333333
433
,6843.83333333
395
,6843.83333333
460
,6843.83333333
451
,6843.83333333
338
,6835.6
358
,6835.6
261
,6835.6
379
,6835.6
271
,6835.6
314
,6835.6
349
,6835.6
256
,6835.6
273
,6835.6
376
,6835.6
326
,6835.6
381
,6835.6
337
,6835.6
373
,6835.6
378
,6835.6
272
,6835.6
389
,6801.16666667
388
,6801.16666667
400
,6801.16666667
463
,6801.16666667
452
,6801.16666667
386
,6801.16666667
436
,6801.16666667
411
,6801.16666667
455
,6589.33333334
403
,6589.33333334
453
,6589.33333334
439
,6589.33333334
435
,6546.66666667
383
,6546.66666667
394
,6546.66666667
464
,6546.66666667
402
,6546.66666667
432
,6546.66666667
461
,6546.66666667
384
,6546.66666667
393
,6546.66666667
440
,6546.66666667
458
,6546.66666667
456
,6546.66666667
414
,6546.66666667
407
,6546.66666667
438
,6546.66666667
448
,6546.66666667
404
,6546.66666667
459
,6546.66666667
434
,6546.66666667
441
,6546.66666667
477
,6303.71428572
490
,6303.71428572
470
,6303.71428572
492
,6303.71428572
488
,6267.14285714
479
,6267.14285714
473
,6194.0
491
,6194.0
475
,6194.0
480
,6194.0
489
,6012.42857143
495
,6012.42857143
486
,6012.42857143
482
,6012.42857143
497
,6012.42857143
476
,6012.42857143
471
,6012.42857143
487
,6012.42857143
472
,5939.28571428
498
,5939.28571428
474
,5939.28571428
485
,5939.28571428
465
,5824.33333333
450
,5824.33333333
382
,5824.33333333
405
,5824.33333333
481
,5757.71428571
500
,5757.71428571
467
,5757.71428571
496
,5757.71428571
494
,5757.71428571
483
,5757.71428571
478
,5721.14285714
466
,5721.14285714
493
,5721.14285714
468
,5721.14285714
484
,5721.14285714
501
,5721.14285714
499
,5721.14285714
469
,5721.14285714
507
,5356.875
503
,5356.875
509
,5356.875
505
,5356.875
506
,5260.875
510
,5134.0
502
,5134.0
508
,5134.0
504
,5134.0
511
,4535.11111111
