board,averagerepetition
506
,13272.0
507
,12510.0
503
,12510.0
509
,12510.0
505
,12510.0
511
,12256.0
473
,12248.0
491
,12248.0
475
,12248.0
480
,12248.0
510
,12002.0
502
,12002.0
508
,12002.0
504
,12002.0
472
,11740.0
498
,11740.0
488
,11740.0
479
,11740.0
474
,11740.0
485
,11740.0
477
,11486.0
490
,11486.0
470
,11486.0
492
,11486.0
489
,11232.0
495
,11232.0
486
,11232.0
482
,11232.0
497
,11232.0
476
,11232.0
471
,11232.0
487
,11232.0
401
,11224.0
424
,11224.0
478
,10978.0
466
,10978.0
493
,10978.0
468
,10978.0
484
,10978.0
501
,10978.0
499
,10978.0
469
,10978.0
399
,10970.0
431
,10970.0
426
,10970.0
390
,10970.0
481
,10724.0
500
,10724.0
494
,10724.0
467
,10724.0
483
,10724.0
496
,10724.0
425
,10716.0
416
,10716.0
447
,10716.0
423
,10716.0
398
,10716.0
391
,10716.0
445
,10716.0
409
,10716.0
421
,10462.0
389
,10462.0
396
,10462.0
388
,10462.0
428
,10462.0
400
,10462.0
430
,10462.0
463
,10462.0
452
,10462.0
386
,10462.0
436
,10462.0
411
,10462.0
442
,10208.0
419
,10208.0
410
,10208.0
417
,10208.0
446
,10208.0
413
,10208.0
387
,10208.0
397
,10208.0
457
,10208.0
422
,10208.0
444
,10208.0
427
,10208.0
408
,10208.0
415
,10208.0
433
,10208.0
395
,10208.0
460
,10208.0
451
,10208.0
385
,9954.0
392
,9954.0
454
,9954.0
462
,9954.0
443
,9954.0
418
,9954.0
449
,9954.0
412
,9954.0
437
,9954.0
420
,9954.0
429
,9954.0
406
,9954.0
414
,9700.0
402
,9700.0
432
,9700.0
435
,9700.0
407
,9700.0
461
,9700.0
438
,9700.0
384
,9700.0
448
,9700.0
393
,9700.0
383
,9700.0
404
,9700.0
440
,9700.0
394
,9700.0
459
,9700.0
434
,9700.0
464
,9700.0
441
,9700.0
458
,9700.0
456
,9700.0
308
,9692.0
269
,9692.0
299
,9692.0
310
,9692.0
455
,9446.0
465
,9446.0
450
,9446.0
403
,9446.0
453
,9446.0
382
,9446.0
405
,9446.0
439
,9446.0
268
,9438.0
345
,9438.0
334
,9438.0
290
,9438.0
288
,9438.0
297
,9438.0
270
,9438.0
300
,9438.0
368
,9438.0
318
,9438.0
295
,9438.0
307
,9438.0
325
,9184.0
298
,9184.0
309
,9184.0
370
,9184.0
305
,9184.0
335
,9184.0
287
,9184.0
279
,9184.0
265
,9184.0
343
,9184.0
353
,9184.0
296
,9184.0
260
,9184.0
355
,8930.0
333
,8930.0
285
,8930.0
367
,8930.0
320
,8930.0
294
,8930.0
306
,8930.0
330
,8930.0
301
,8930.0
369
,8930.0
259
,8930.0
275
,8930.0
365
,8930.0
340
,8930.0
266
,8930.0
360
,8930.0
280
,8930.0
375
,8930.0
289
,8930.0
258
,8930.0
322
,8930.0
304
,8930.0
332
,8930.0
277
,8930.0
267
,8930.0
317
,8930.0
319
,8930.0
342
,8930.0
372
,8676.0
291
,8676.0
302
,8676.0
377
,8676.0
276
,8676.0
329
,8676.0
359
,8676.0
363
,8676.0
286
,8676.0
311
,8676.0
341
,8676.0
324
,8676.0
257
,8676.0
339
,8676.0
315
,8676.0
374
,8676.0
366
,8676.0
344
,8676.0
352
,8676.0
262
,8676.0
357
,8676.0
331
,8676.0
293
,8676.0
361
,8676.0
263
,8676.0
354
,8676.0
284
,8676.0
303
,8676.0
313
,8676.0
278
,8676.0
350
,8676.0
321
,8676.0
292
,8676.0
380
,8676.0
281
,8676.0
264
,8676.0
282
,8422.0
351
,8422.0
346
,8422.0
356
,8422.0
283
,8422.0
328
,8422.0
323
,8422.0
362
,8422.0
312
,8422.0
371
,8422.0
327
,8422.0
336
,8422.0
316
,8422.0
274
,8422.0
364
,8422.0
348
,8422.0
338
,8168.0
358
,8168.0
261
,8168.0
379
,8168.0
271
,8168.0
314
,8168.0
349
,8168.0
347
,8168.0
256
,8168.0
273
,8168.0
376
,8168.0
326
,8168.0
381
,8168.0
337
,8168.0
373
,8168.0
378
,8168.0
272
,8168.0
164
,8160.0
149
,7906.0
199
,7906.0
183
,7906.0
165
,7906.0
229
,7906.0
160
,7906.0
155
,7906.0
163
,7906.0
170
,7652.0
238
,7652.0
153
,7652.0
133
,7652.0
190
,7652.0
162
,7652.0
240
,7652.0
230
,7652.0
227
,7652.0
150
,7652.0
134
,7652.0
161
,7652.0
248
,7652.0
154
,7652.0
209
,7652.0
182
,7652.0
172
,7652.0
220
,7652.0
145
,7652.0
135
,7652.0
225
,7652.0
152
,7652.0
185
,7652.0
198
,7652.0
174
,7652.0
218
,7652.0
200
,7652.0
148
,7652.0
226
,7398.0
140
,7398.0
175
,7398.0
157
,7398.0
147
,7398.0
188
,7398.0
215
,7398.0
195
,7398.0
171
,7398.0
237
,7398.0
228
,7398.0
205
,7398.0
176
,7398.0
224
,7398.0
146
,7398.0
184
,7398.0
158
,7398.0
210
,7398.0
207
,7398.0
217
,7398.0
235
,7398.0
159
,7398.0
189
,7398.0
180
,7398.0
194
,7144.0
166
,7144.0
231
,7144.0
179
,7144.0
216
,7144.0
204
,7144.0
169
,7144.0
206
,7144.0
222
,7144.0
234
,7144.0
208
,7144.0
137
,7144.0
130
,7144.0
143
,7144.0
211
,7144.0
187
,7144.0
245
,7144.0
196
,7144.0
223
,7144.0
252
,7144.0
138
,7144.0
241
,7144.0
214
,7144.0
192
,7144.0
236
,7144.0
142
,7144.0
219
,7144.0
151
,7144.0
181
,7144.0
197
,7144.0
177
,7144.0
178
,7144.0
239
,7144.0
249
,7144.0
255
,7144.0
139
,7144.0
132
,7144.0
247
,7144.0
193
,7144.0
173
,7144.0
221
,7144.0
156
,7144.0
250
,7144.0
144
,7144.0
243
,7144.0
254
,6890.0
212
,6890.0
201
,6890.0
202
,6890.0
168
,6890.0
233
,6890.0
131
,6890.0
246
,6890.0
251
,6890.0
186
,6890.0
242
,6890.0
203
,6890.0
167
,6890.0
232
,6890.0
141
,6890.0
213
,6890.0
244
,6636.0
253
,6636.0
191
,6636.0
136
,6636.0
108
,6120.0
68
,6120.0
93
,6120.0
58
,6120.0
99
,6120.0
57
,6120.0
72
,6120.0
56
,6120.0
71
,5866.0
52
,5866.0
55
,5866.0
94
,5866.0
127
,5866.0
79
,5866.0
70
,5866.0
51
,5866.0
97
,5866.0
104
,5866.0
77
,5866.0
69
,5866.0
114
,5866.0
92
,5866.0
78
,5866.0
50
,5866.0
73
,5866.0
96
,5866.0
63
,5866.0
89
,5866.0
107
,5866.0
53
,5866.0
109
,5866.0
98
,5866.0
84
,5866.0
118
,5866.0
116
,5866.0
60
,5866.0
81
,5612.0
106
,5612.0
101
,5612.0
64
,5612.0
90
,5612.0
119
,5612.0
105
,5612.0
61
,5612.0
49
,5612.0
82
,5612.0
74
,5612.0
113
,5612.0
65
,5612.0
62
,5612.0
86
,5612.0
88
,5612.0
54
,5612.0
126
,5612.0
66
,5612.0
83
,5612.0
124
,5612.0
103
,5612.0
110
,5612.0
46
,5612.0
87
,5612.0
67
,5612.0
115
,5612.0
91
,5612.0
102
,5612.0
129
,5612.0
95
,5612.0
120
,5612.0
112
,5358.0
59
,5358.0
123
,5358.0
85
,5358.0
128
,5358.0
117
,5358.0
100
,5358.0
122
,5358.0
121
,5358.0
80
,5358.0
76
,5358.0
125
,5358.0
47
,5358.0
75
,5358.0
111
,5358.0
48
,5358.0
29
,4080.0
23
,4080.0
14
,4080.0
40
,4080.0
24
,4080.0
17
,4080.0
32
,4080.0
16
,4080.0
44
,4080.0
35
,4080.0
28
,4080.0
11
,4080.0
25
,4080.0
30
,4080.0
22
,4080.0
15
,4080.0
34
,3826.0
27
,3826.0
19
,3826.0
43
,3826.0
10
,3826.0
33
,3826.0
13
,3826.0
18
,3826.0
37
,3826.0
39
,3826.0
45
,3826.0
20
,3826.0
41
,3826.0
12
,3826.0
36
,3826.0
31
,3826.0
38
,3826.0
21
,3826.0
26
,3826.0
42
,3826.0
3
,2040.0
9
,2040.0
2
,2040.0
8
,2040.0
1
,2040.0
7
,2040.0
5
,2040.0
6
,2040.0
4
,2040.0
